,co,nh3,no,no2,o3,pm10,pm2_5,so2,latitude,longitude,Count,AQI,Air_Pollution_Level
1057,215.62201,0.12931815,0.11774556,95.323204,91.30288,50.14767,164.84966,1.887787,40.1911,105.0282,5.0,1468.0,Hazardous
1058,218.46126,0.13346621,0.050040547,99.72012,101.59875,52.632915,169.21118,2.1558611,40.1911,105.0282,5.0,1485.0,Hazardous
1059,219.17934,0.13192761,0.07311941,98.67619,100.82003,55.87133,187.06085,2.2665474,40.1911,105.0282,5.0,1489.0,Hazardous
1060,218.41978,0.123631775,0.1022113,94.892914,89.085655,54.80706,189.98611,2.2074285,40.1911,105.0282,5.0,1489.0,Hazardous
1061,215.08783,0.10788466,0.060673434,89.19542,57.68159,59.551765,236.81805,2.0079203,40.1911,105.0282,5.0,1489.0,Hazardous
1062,212.15233,0.09691046,0.11119137,88.06116,33.122307,86.34485,412.39157,1.7812958,40.1911,105.0282,5.0,1489.0,Hazardous
1063,208.67911,0.11241863,0.40887815,89.13087,39.40303,115.616554,585.43085,1.5985669,40.1911,105.0282,5.0,1489.0,Hazardous
1064,208.01755,0.11498117,0.625342,90.07867,44.367954,95.38379,441.90317,1.4204965,40.1911,105.0282,5.0,1489.0,Hazardous
1065,206.8187,0.10561425,0.5168908,91.19216,41.2894,47.751503,162.43323,1.1973664,40.1911,105.0282,5.0,1489.0,Hazardous
1066,208.25557,0.09860812,0.33917817,92.26092,44.214493,23.965614,62.414948,0.9933241,40.1911,105.0282,5.0,1489.0,Hazardous
1067,212.99599,0.11340239,0.0920804,106.02233,81.458,12.911362,28.22481,0.90766937,40.1911,105.0282,5.0,1485.0,Hazardous
1068,217.91258,0.13716826,-0.055231143,105.0598,84.53937,43.00117,214.32506,1.1032494,40.1911,105.0282,5.0,1482.0,Hazardous
1069,215.96457,0.12723659,-0.036907975,101.02164,76.03138,85.79918,477.25607,1.1790607,40.1911,105.0282,5.0,1482.0,Hazardous
1070,209.30775,0.10308074,0.19749464,96.3178,68.82545,98.71149,572.95056,1.0606269,40.1911,105.0282,5.0,1482.0,Hazardous
1071,203.4499,0.084246784,0.14153402,97.65028,58.66733,82.35077,489.08987,0.8216129,40.1911,105.0282,5.0,1482.0,Hazardous
1072,202.119,0.0823252,0.08256559,98.07248,48.033096,68.27589,404.2134,0.7127191,40.1911,105.0282,5.0,1482.0,Hazardous
1073,202.77426,0.08362695,0.20034058,95.391075,36.251442,90.64948,536.2287,0.6908602,40.1911,105.0282,5.0,1482.0,Hazardous
1074,202.6249,0.09020203,0.37220162,90.59754,29.394175,76.858215,444.12637,0.63965434,40.1911,105.0282,5.0,1482.0,Hazardous
1075,203.29631,0.08263141,0.46079654,88.34179,25.87497,59.639812,329.30646,0.6108938,40.1911,105.0282,5.0,1482.0,Hazardous
1076,204.20633,0.07888126,0.5624259,82.253365,20.546234,58.96915,317.17715,0.5760882,40.1911,105.0282,5.0,1470.0,Hazardous
1077,206.68394,0.084143534,0.69835585,75.54297,18.59592,61.713646,323.76102,0.57729584,40.1911,105.0282,5.0,1431.0,Hazardous
1078,208.18562,0.09104787,0.74055415,72.67904,19.50859,65.641945,337.13275,0.671048,40.1911,105.0282,5.0,1425.0,Hazardous
1079,207.6912,0.089524,0.5815396,77.3679,23.265348,63.299225,318.64798,0.77145076,40.1911,105.0282,5.0,1425.0,Hazardous
1080,206.52254,0.08340373,0.36780638,81.88595,23.732275,55.207115,274.21344,0.76422554,40.1911,105.0282,5.0,1425.0,Hazardous
1081,208.22882,0.08060505,0.27033007,82.88776,21.946283,50.03756,245.34679,0.74112964,40.1911,105.0282,5.0,1425.0,Hazardous
1082,210.23953,0.087771475,0.24886528,81.678444,21.29655,46.64019,221.88132,0.7361119,40.1911,105.0282,5.0,1437.0,Hazardous
1083,209.12033,0.08689756,0.14854516,83.49559,22.517172,44.100456,205.72835,0.672481,40.1911,105.0282,5.0,1437.0,Hazardous
1084,208.85408,0.09696582,0.18574081,82.52438,26.920952,67.975784,339.07385,0.8225904,40.1911,105.0282,5.0,1437.0,Hazardous
1085,207.38092,0.11005533,0.1332245,87.80964,34.20718,86.81604,430.70477,1.2549528,40.1911,105.0282,5.0,1437.0,Hazardous
1086,209.53107,0.10967205,0.29686296,89.56459,61.69779,78.31624,373.9165,1.4487123,40.1911,105.0282,5.0,1437.0,Hazardous
1087,217.15352,0.18605001,0.76620704,89.78348,157.7524,67.205765,305.78845,1.5152699,40.1911,105.0282,5.0,1477.0,Hazardous
1088,218.51361,0.2468737,1.2397001,87.94796,196.45248,71.27353,326.38425,1.2542775,40.1911,105.0282,5.0,1485.0,Hazardous
1089,215.44427,0.37628233,1.5284574,90.76865,203.92638,63.299232,277.355,0.9215575,40.1911,105.0282,5.0,1485.0,Hazardous
1090,213.85959,0.59824586,1.7711825,93.282364,230.32724,57.923653,238.2708,0.8714217,40.1911,105.0282,5.0,1485.0,Hazardous
1091,218.77461,0.91941655,2.6741602,92.98608,270.34134,54.897526,206.26996,0.8902977,40.1911,105.0282,5.0,1487.0,Hazardous
1092,208.50446,0.8945259,2.493255,102.73414,246.32199,39.930134,137.24255,0.4684004,40.1911,105.0282,5.0,1487.0,Hazardous
1093,210.12148,0.8373188,2.4162273,104.46345,263.04788,35.42122,110.805084,0.82281405,40.1911,105.0282,5.0,1487.0,Hazardous
1094,217.14249,1.0144826,3.169521,98.74595,288.97574,42.46065,125.45496,1.5640157,40.1911,105.0282,5.0,1487.0,Hazardous
1095,221.98956,1.3019853,4.399497,92.64245,299.56784,54.609375,163.13567,2.457348,40.1911,105.0282,5.0,1506.0,Hazardous
1096,218.0998,1.2538805,5.199022,92.90896,290.71143,60.470955,187.0948,2.7709465,40.1911,105.0282,5.0,1506.0,Hazardous
1097,211.501,0.83528084,5.714063,91.94701,279.40222,62.8744,215.08342,2.5845158,40.1911,105.0282,5.0,1506.0,Hazardous
1098,209.75894,0.36608142,6.448766,85.74338,271.20712,61.996227,227.51805,2.5188777,40.1911,105.0282,5.0,1506.0,Hazardous
1099,211.70915,0.0992016,6.5753155,84.64791,269.75504,54.23682,174.99133,2.8831425,40.1911,105.0282,5.0,1506.0,Hazardous
1100,213.1841,0.06348625,6.399365,78.78801,265.9916,49.491188,145.27795,3.0356758,40.1911,105.0282,5.0,1506.0,Hazardous
1101,216.74815,0.084336825,6.2447176,72.311615,260.19513,47.85463,135.35068,2.9127977,40.1911,105.0282,5.0,1506.0,Hazardous
1102,219.10199,0.103000164,5.8047476,70.36237,254.2147,47.325367,128.0552,2.9293745,40.1911,105.0282,5.0,1506.0,Hazardous
1103,221.00385,0.12044651,5.1322126,70.79259,255.08331,46.730934,111.85927,3.4576538,40.1911,105.0282,5.0,1500.0,Hazardous
1104,219.86066,0.12015903,4.365045,73.11005,261.73865,46.35553,86.36457,4.5387454,40.1911,105.0282,5.0,1500.0,Hazardous
1105,217.1454,0.087528795,3.8091671,75.00008,263.6702,46.315784,67.07059,5.491786,40.1911,105.0282,5.0,1500.0,Hazardous
1106,213.78954,0.08369638,3.5096214,74.599785,264.40536,46.710083,58.58187,6.0485334,40.1911,105.0282,5.0,1500.0,Hazardous
1107,211.83772,0.09383621,3.2754662,74.92846,265.66882,46.739494,54.547028,6.3417706,40.1911,105.0282,5.0,1500.0,Hazardous
1108,209.0448,0.090721086,2.903277,75.811455,262.7502,47.15432,56.516285,6.463571,40.1911,105.0282,5.0,1500.0,Hazardous
1109,207.52434,0.08370542,2.5536304,77.20036,258.7128,46.816166,56.38518,6.4658904,40.1911,105.0282,5.0,1500.0,Hazardous
1110,205.6296,0.07819386,2.2601724,77.17692,249.75249,46.427254,61.60007,6.265427,40.1911,105.0282,5.0,1500.0,Hazardous
1111,204.30522,0.09355794,2.3384452,74.55435,244.39088,46.399685,71.73207,5.843263,40.1911,105.0282,5.0,1493.0,Hazardous
1112,205.7663,0.30034918,4.022376,70.14928,239.18266,49.19475,100.32247,4.916935,40.1911,105.0282,5.0,1477.0,Hazardous
1113,203.20667,0.7882941,4.7625923,77.35296,236.19717,50.189087,122.173836,3.5209281,40.1911,105.0282,5.0,1458.0,Hazardous
1114,204.19667,1.108945,3.7691343,78.93052,238.408,52.30112,135.58702,2.717221,40.1911,105.0282,5.0,1446.0,Hazardous
1115,206.18887,1.020087,2.7005599,92.35146,264.09894,42.229298,54.301754,4.2956486,40.1911,105.0282,5.0,1430.0,Hazardous
1116,199.43727,0.9185743,2.112786,98.16497,244.03513,41.79274,57.124695,4.906505,40.1911,105.0282,5.0,1421.0,Hazardous
1117,195.23006,0.8292967,2.0555844,100.9083,238.1742,40.850353,54.034542,5.345584,40.1911,105.0282,5.0,1413.0,Hazardous
1118,194.22899,0.74039507,2.2098315,104.776115,237.29092,42.74645,69.078835,5.1763196,40.1911,105.0282,5.0,1413.0,Hazardous
1119,198.30817,0.69299275,3.1725183,101.41397,263.4971,38.33588,45.878418,4.910194,40.1911,105.0282,5.0,1413.0,Hazardous
1120,198.23714,0.5509792,4.069715,100.01024,269.95395,33.876953,26.813253,4.687485,40.1911,105.0282,5.0,1413.0,Hazardous
1121,199.38283,0.33698082,4.5913353,95.88396,259.00107,34.354816,45.097496,4.386352,40.1911,105.0282,5.0,1413.0,Hazardous
1122,201.78416,0.13977157,4.6515765,90.14093,250.67099,38.58018,74.30829,4.0954657,40.1911,105.0282,5.0,1413.0,Hazardous
1123,202.9716,0.06771196,4.0714326,89.02381,243.3856,43.84954,97.89928,4.0282607,40.1911,105.0282,5.0,1394.0,Hazardous
1124,205.72469,0.06480614,3.2562473,87.16734,236.84282,49.405056,118.13885,4.1569195,40.1911,105.0282,5.0,1410.0,Hazardous
1125,207.72902,0.077475645,2.739437,84.18283,229.37161,53.83087,134.1469,4.196781,40.1911,105.0282,5.0,1422.0,Hazardous
1126,211.10051,0.101098664,2.7898066,78.32166,221.1583,56.870106,152.31929,3.8945174,40.1911,105.0282,5.0,1442.0,Hazardous
1127,215.0531,0.1378356,3.4970849,72.30483,229.18243,53.8563,144.0053,3.2977,40.1911,105.0282,5.0,1465.0,Hazardous
1128,217.11761,0.16526061,4.3858933,68.457794,252.22386,48.425426,125.66711,2.7758026,40.1911,105.0282,5.0,1477.0,Hazardous
1129,217.9299,0.16527343,5.045297,62.67189,265.85367,52.818,158.72795,2.321327,40.1911,105.0282,5.0,1482.0,Hazardous
1130,216.99225,0.15397036,4.1380434,67.8293,237.20325,68.31462,249.35274,1.835539,40.1911,105.0282,5.0,1482.0,Hazardous
1131,215.59003,0.20073815,2.54642,72.357185,203.25072,85.9991,345.7421,1.5400352,40.1911,105.0282,5.0,1482.0,Hazardous
1132,219.06328,0.26573855,1.8036433,68.96923,193.40977,104.07655,422.50238,1.5367988,40.1911,105.0282,5.0,1489.0,Hazardous
1133,220.17735,0.29748583,1.4157838,66.41766,168.14137,114.09406,442.49527,1.473453,40.1911,105.0282,5.0,1495.0,Hazardous
1134,215.3889,0.26443994,0.9075186,67.801506,101.468636,103.25626,372.99628,1.1985182,40.1911,105.0282,5.0,1495.0,Hazardous
1135,211.21877,0.2108716,0.87753105,68.809944,50.84914,86.65412,302.93127,0.97942585,40.1911,105.0282,5.0,1495.0,Hazardous
1136,210.04924,0.21531923,1.2039564,68.609375,34.201855,78.44726,282.93674,0.83735144,40.1911,105.0282,5.0,1495.0,Hazardous
1137,206.96579,0.3004959,1.146336,73.52016,34.38714,71.02002,259.5487,0.7171925,40.1911,105.0282,5.0,1495.0,Hazardous
1138,202.24738,0.29676804,0.6665213,82.30359,28.158243,61.15624,227.53362,0.64970344,40.1911,105.0282,5.0,1495.0,Hazardous
1139,198.5694,0.20095143,0.12194307,92.11774,22.267195,50.705402,188.84111,0.6957767,40.1911,105.0282,5.0,1495.0,Hazardous
1140,197.98422,0.15637025,0.057957448,91.29963,22.874315,50.384113,197.34349,0.8439421,40.1911,105.0282,5.0,1495.0,Hazardous
1141,196.56474,0.14670096,0.025718078,94.31045,23.867546,46.563915,174.28642,1.0996835,40.1911,105.0282,5.0,1467.0,Hazardous
1142,196.33707,0.1497628,-0.027084049,103.24894,32.28106,33.737885,98.957855,1.7400266,40.1911,105.0282,5.0,1442.0,Hazardous
1143,194.70564,0.12699284,-0.005749792,103.77152,26.502245,29.942451,94.815025,1.9239178,40.1911,105.0282,5.0,1436.0,Hazardous
1144,192.93048,0.1207411,0.025543217,102.629486,23.632793,29.213722,103.18225,1.8286508,40.1911,105.0282,5.0,1417.0,Hazardous
1145,191.85614,0.10415192,0.17916346,91.9411,17.736828,29.617838,115.66071,1.4700683,40.1911,105.0282,5.0,1390.0,Hazardous
1146,193.66693,0.0980719,0.35656205,79.31636,16.71667,31.593506,128.1892,1.2211022,40.1911,105.0282,5.0,1368.0,Hazardous
1147,196.21625,0.11136442,0.72492313,74.42631,22.472612,39.088352,153.92633,1.4390782,40.1911,105.0282,5.0,1365.0,Hazardous
1148,200.82217,0.11090308,1.9084101,69.21745,23.897583,49.281475,198.90063,1.6498104,40.1911,105.0282,5.0,1381.0,Hazardous
1149,202.7774,0.071073934,2.9826825,60.52111,16.857082,55.85939,238.96771,1.2960488,40.1911,105.0282,5.0,1393.0,Hazardous
1150,202.8637,0.050210003,3.0164955,55.374348,15.175631,61.367813,263.40005,0.96029687,40.1911,105.0282,5.0,1393.0,Hazardous
1151,201.23871,0.06339685,1.8962086,65.727715,15.69333,62.995407,262.09128,0.96069396,40.1911,105.0282,5.0,1393.0,Hazardous
1152,201.07472,0.08570008,1.01878,72.985565,17.37007,64.17509,265.01556,1.0743899,40.1911,105.0282,5.0,1393.0,Hazardous
1153,203.12714,0.09455905,0.6104023,77.52031,21.715057,72.208626,303.5218,1.2494631,40.1911,105.0282,5.0,1395.0,Hazardous
1154,205.20361,0.11161834,0.5433152,75.6173,25.74326,80.95814,344.86188,1.3375676,40.1911,105.0282,5.0,1407.0,Hazardous
1155,206.00407,0.12874857,0.5648382,71.419014,26.999166,86.33779,361.53558,1.3609298,40.1911,105.0282,5.0,1412.0,Hazardous
1156,206.06728,0.13702266,0.5240211,71.256836,27.376495,85.66606,344.18268,1.3638957,40.1911,105.0282,5.0,1412.0,Hazardous
1157,205.8356,0.13160487,0.47725484,72.51367,25.25639,80.57635,308.81824,1.3412541,40.1911,105.0282,5.0,1412.0,Hazardous
1158,205.79399,0.12675963,0.5386899,71.551926,23.525593,78.23684,297.28665,1.2382996,40.1911,105.0282,5.0,1412.0,Hazardous
1159,209.01372,0.13109565,0.7910774,69.33529,26.682426,77.973785,298.24933,1.1979765,40.1911,105.0282,5.0,1429.0,Hazardous
1160,208.0485,0.15023977,0.7557871,73.57059,29.560127,77.8388,297.65338,1.2851272,40.1911,105.0282,5.0,1429.0,Hazardous
1161,204.52403,0.16492033,0.52906615,75.530876,30.278671,74.47379,287.4843,1.2651769,40.1911,105.0282,5.0,1429.0,Hazardous
1162,202.01913,0.18264319,0.33063373,77.21047,33.917408,73.67452,289.415,1.1972982,40.1911,105.0282,5.0,1429.0,Hazardous
1163,222.8484,0.5579161,1.35074,96.856995,249.85995,73.74671,229.83418,2.7630465,40.1911,105.0282,5.0,1511.0,Hazardous
1164,213.2014,0.68805224,1.548732,102.0367,247.33228,77.671,226.84459,2.584488,40.1911,105.0282,5.0,1511.0,Hazardous
1165,211.0549,0.6622706,1.5269458,105.84975,250.62679,71.15118,206.92714,2.206391,40.1911,105.0282,5.0,1511.0,Hazardous
1166,226.5249,0.7137773,2.429823,105.27099,322.6552,65.22438,175.98256,1.9420375,40.1911,105.0282,5.0,1532.0,Hazardous
1167,231.1447,0.82538325,3.4169164,103.742325,336.77826,68.65751,181.69215,1.7246147,40.1911,105.0282,5.0,1560.0,Hazardous
1168,234.82338,0.8618359,4.5519743,102.45848,339.17664,66.86417,166.03223,1.8957927,40.1911,105.0282,5.0,1581.0,Hazardous
1169,229.00375,0.57256275,5.187105,101.58204,318.71716,64.36402,157.05945,2.119684,40.1911,105.0282,5.0,1581.0,Hazardous
1170,215.42723,0.23981167,3.8180323,106.27828,258.83884,62.702995,169.85843,2.2052357,40.1911,105.0282,5.0,1581.0,Hazardous
1171,202.8441,0.1110022,1.5822406,109.675545,203.76471,55.765064,161.07692,2.3670852,40.1911,105.0282,5.0,1581.0,Hazardous
1172,197.18896,0.1001849,0.7938953,97.43138,167.4575,53.729168,170.15858,2.4786997,40.1911,105.0282,5.0,1581.0,Hazardous
1173,194.91046,0.10533823,0.6366229,85.79921,135.8177,58.2907,216.52371,2.2692103,40.1911,105.0282,5.0,1581.0,Hazardous
1174,193.33833,0.10890116,0.52069086,78.60147,107.54002,64.14413,257.84027,2.182228,40.1911,105.0282,5.0,1581.0,Hazardous
1175,203.14859,0.17529377,1.0099685,78.84234,187.07379,57.84887,191.62578,2.798,40.1911,105.0282,5.0,1581.0,Hazardous
1176,214.7397,0.19248949,1.9326295,81.46144,264.89246,48.3224,102.38327,3.5421302,40.1911,105.0282,5.0,1547.0,Hazardous
1177,220.84409,0.13121292,1.8991463,89.55238,247.66634,60.170715,136.13365,3.827147,40.1911,105.0282,5.0,1499.0,Hazardous
1178,223.70113,0.1272429,1.7472508,90.48819,222.99654,66.21714,159.13618,3.8192737,40.1911,105.0282,5.0,1516.0,Hazardous
1179,223.84685,0.1209544,1.522621,83.8782,186.84816,64.01937,163.72981,3.2941272,40.1911,105.0282,5.0,1517.0,Hazardous
1180,225.6254,0.15130775,1.4327002,78.84089,171.066,63.880363,175.65309,2.8334882,40.1911,105.0282,5.0,1527.0,Hazardous
1181,224.8437,0.17446837,1.3190998,72.93286,157.1825,67.09267,197.47118,2.6986244,40.1911,105.0282,5.0,1527.0,Hazardous
1182,223.3776,0.17371961,1.211033,68.57046,142.6951,68.79048,205.33472,2.8093412,40.1911,105.0282,5.0,1527.0,Hazardous
1183,223.5336,0.17247084,1.2589121,66.76025,140.11595,71.59941,214.98524,3.0965931,40.1911,105.0282,5.0,1527.0,Hazardous
1184,222.77802,0.28994837,1.7869791,71.791824,153.26398,70.681175,195.97818,3.6198213,40.1911,105.0282,5.0,1527.0,Hazardous
1185,215.71283,0.48483783,1.7959981,80.218315,157.44313,70.09399,182.8529,4.1191883,40.1911,105.0282,5.0,1527.0,Hazardous
1186,212.30882,0.6405174,1.4554712,86.18709,161.90154,70.57287,187.94615,4.3341293,40.1911,105.0282,5.0,1527.0,Hazardous
1187,212.43562,0.7668688,1.4168781,91.538635,169.34132,70.992836,193.47484,3.9986873,40.1911,105.0282,5.0,1527.0,Hazardous
1188,213.39857,0.86478937,1.6638093,93.29192,171.24936,71.528435,208.33261,2.9986465,40.1911,105.0282,5.0,1523.0,Hazardous
1189,213.54942,0.9029095,1.8138598,90.681206,180.21121,79.28611,253.79587,2.2932968,40.1911,105.0282,5.0,1515.0,Hazardous
1190,237.41315,0.80417037,2.689746,107.27855,282.2821,73.93845,222.23,1.6935015,40.1911,105.0282,5.0,1597.0,Hazardous
1191,210.74539,0.43713808,0.89902765,106.94914,160.59926,92.29037,344.2662,1.3373401,40.1911,105.0282,5.0,1597.0,Hazardous
1192,211.90855,0.29639757,0.72207403,97.4133,176.39005,102.389435,442.77515,1.4262484,40.1911,105.0282,5.0,1597.0,Hazardous
1193,215.69873,0.2729839,0.98924685,96.377304,229.83519,107.602646,467.8109,1.3767221,40.1911,105.0282,5.0,1597.0,Hazardous
1194,204.15489,0.1777843,0.57972807,88.3123,151.07574,111.51413,504.50626,1.1110995,40.1911,105.0282,5.0,1597.0,Hazardous
1195,186.1607,0.10200958,0.06261806,83.32527,9.692452,101.8879,509.29858,0.7912686,40.1911,105.0282,5.0,1597.0,Hazardous
1196,190.21837,0.1052693,0.08541655,88.00027,10.038023,93.70704,477.60333,1.0009468,40.1911,105.0282,5.0,1597.0,Hazardous
1197,195.27214,0.08224633,0.16181625,90.918304,22.247145,91.146095,460.2953,1.1399179,40.1911,105.0282,5.0,1597.0,Hazardous
1198,199.16318,0.084464215,0.26910806,87.11013,24.221848,89.70186,454.96298,1.0614824,40.1911,105.0282,5.0,1469.0,Hazardous
1199,200.97829,0.08826038,0.26967067,85.258,24.112377,83.38855,419.7022,0.91358906,40.1911,105.0282,5.0,1469.0,Hazardous
1200,202.0223,0.08514043,0.21058686,84.50568,20.739828,73.05812,359.79633,0.8198024,40.1911,105.0282,5.0,1469.0,Hazardous
1201,204.31032,0.0873208,0.11295113,83.94242,20.330671,54.716362,248.72498,0.8487233,40.1911,105.0282,5.0,1402.0,Hazardous
1202,207.72966,0.085130475,0.060689732,82.53357,16.13858,43.556274,182.93102,0.89810354,40.1911,105.0282,5.0,1422.0,Hazardous
1203,210.34543,0.09197976,0.070709035,79.318115,14.062572,39.386448,157.09215,0.9577514,40.1911,105.0282,5.0,1437.0,Hazardous
1204,211.30879,0.0951557,0.08259762,77.206116,12.772625,37.44418,144.67296,0.994992,40.1911,105.0282,5.0,1443.0,Hazardous
1205,211.69409,0.0984149,0.1281133,74.30479,10.935665,37.10689,143.29951,0.9866906,40.1911,105.0282,5.0,1445.0,Hazardous
1206,214.2949,0.10419261,0.27173904,69.706795,10.750417,38.248413,149.35612,0.9502326,40.1911,105.0282,5.0,1461.0,Hazardous
1207,216.48537,0.11341205,0.49912906,64.57946,10.5611925,40.32729,158.19896,0.9138093,40.1911,105.0282,5.0,1473.0,Hazardous
1208,216.40312,0.14749469,0.5326872,65.53744,11.547751,39.92496,150.60977,0.91096,40.1911,105.0282,5.0,1473.0,Hazardous
1209,213.21405,0.1764261,0.31524804,71.07029,14.090369,36.6896,130.71544,0.9805735,40.1911,105.0282,5.0,1473.0,Hazardous
1210,210.80797,0.17478156,0.040727623,81.91878,20.623558,30.698818,98.379456,1.1805265,40.1911,105.0282,5.0,1473.0,Hazardous
1211,209.76111,0.1682236,-0.21807681,102.69276,44.819016,18.117895,33.294483,1.5100999,40.1911,105.0282,5.0,1473.0,Hazardous
1212,209.04045,0.14918405,-0.08448544,103.11738,44.046185,17.864552,46.735073,1.6756034,40.1911,105.0282,5.0,1473.0,Hazardous
1213,205.4181,0.15378857,-0.04313804,102.48659,38.698765,19.793205,58.357918,1.7775968,40.1911,105.0282,5.0,1473.0,Hazardous
1214,200.50076,0.13735817,-0.034907304,100.17812,28.599174,22.186552,76.1697,1.6407267,40.1911,105.0282,5.0,1473.0,Hazardous
1215,198.50336,0.12569769,-0.046968523,101.76188,28.70718,22.407288,77.05486,1.5167161,40.1911,105.0282,5.0,1473.0,Hazardous
1216,197.35738,0.122128,-0.038012896,103.160484,30.485977,23.285648,79.18282,1.5056665,40.1911,105.0282,5.0,1454.0,Hazardous
1217,198.15268,0.123181716,0.11562622,99.540764,31.885708,24.948454,86.261795,1.5366777,40.1911,105.0282,5.0,1440.0,Hazardous
1218,200.16322,0.116631925,0.32112852,94.69588,29.475391,26.5979,95.145676,1.5178111,40.1911,105.0282,5.0,1434.0,Hazardous
1219,202.20323,0.11028313,0.4326201,90.76835,28.276405,28.832153,105.00887,1.5413214,40.1911,105.0282,5.0,1430.0,Hazardous
1220,201.74843,0.10414828,0.42939723,88.89528,25.929352,25.980309,88.510025,1.5475639,40.1911,105.0282,5.0,1408.0,Hazardous
1221,201.7036,0.099518634,0.51016814,84.09278,23.49105,25.422932,88.32668,1.5107615,40.1911,105.0282,5.0,1389.0,Hazardous
1222,201.1477,0.09596177,0.5947216,80.33523,21.08316,25.017715,88.51925,1.4180331,40.1911,105.0282,5.0,1389.0,Hazardous
1223,201.28975,0.091393344,0.76677024,71.63838,16.712845,25.478184,96.72008,1.1842818,40.1911,105.0282,5.0,1389.0,Hazardous
1224,202.33667,0.088741355,0.8763569,62.966476,16.034758,26.657125,103.13344,0.995469,40.1911,105.0282,5.0,1390.0,Hazardous
1225,202.26793,0.08627765,0.7944233,57.884666,16.054106,28.909822,113.002304,0.90087706,40.1911,105.0282,5.0,1390.0,Hazardous
1226,201.83752,0.09034951,0.6483615,55.52592,16.978048,31.327774,122.988846,0.8733964,40.1911,105.0282,5.0,1390.0,Hazardous
1227,202.78233,0.09600945,0.56337434,53.479797,18.708729,33.471893,130.93184,0.8752061,40.1911,105.0282,5.0,1393.0,Hazardous
1228,203.43144,0.101641946,0.48047918,52.658813,18.5708,35.483665,137.00139,0.9003421,40.1911,105.0282,5.0,1397.0,Hazardous
1229,203.32321,0.1030909,0.41792235,53.092155,17.343754,37.311737,142.22168,0.9708664,40.1911,105.0282,5.0,1397.0,Hazardous
1230,203.74324,0.10529733,0.54801106,49.290585,18.502455,38.44158,147.9939,0.94471174,40.1911,105.0282,5.0,1398.0,Hazardous
1231,205.54483,0.10641698,0.85229826,45.89023,22.08722,41.669067,163.68317,0.92583185,40.1911,105.0282,5.0,1409.0,Hazardous
1232,207.54593,0.12668534,0.9689983,58.647476,35.154358,46.014786,180.31673,1.1435964,40.1911,105.0282,5.0,1421.0,Hazardous
1233,206.63812,0.18667983,1.1979297,61.94762,22.045004,50.498215,211.32753,1.0938278,40.1911,105.0282,5.0,1421.0,Hazardous
1234,204.24336,0.20436959,0.74285454,75.47114,23.579214,49.198616,190.27771,1.311734,40.1911,105.0282,5.0,1421.0,Hazardous
1235,203.19106,0.18543342,-0.08072058,110.10876,57.604618,38.398502,112.15256,2.2733333,40.1911,105.0282,5.0,1421.0,Hazardous
1236,198.49109,0.08605348,-0.20891358,105.02724,20.57049,57.168472,279.02032,1.6766365,40.1911,105.0282,5.0,1421.0,Hazardous
1237,197.34274,0.08741683,0.0035904425,99.68328,20.308838,116.28956,668.77515,1.247275,40.1911,105.0282,5.0,1421.0,Hazardous
1238,193.29816,0.1350767,0.24206717,93.932495,37.599186,191.53802,1181.7296,0.9854449,40.1911,105.0282,5.0,1421.0,Hazardous
1239,193.27554,0.12415652,0.22975546,100.37153,50.502815,260.0842,1694.6132,0.6092952,40.1911,105.0282,5.0,1421.0,Hazardous
1240,192.66576,0.11197344,0.11321492,107.036255,54.623226,320.4437,2165.7056,0.31252855,40.1911,105.0282,5.0,1416.0,Hazardous
1241,187.76949,0.089419976,-0.06353708,114.32028,46.87684,376.08746,2595.595,0.21020788,40.1911,105.0282,5.0,1401.0,Hazardous
1242,189.1774,0.057207372,0.35853934,105.4431,55.348316,343.4817,2409.7783,0.20301072,40.1911,105.0282,5.0,1395.0,Hazardous
1243,194.9912,0.0069323815,0.7428245,101.55999,56.738556,251.26675,1766.0433,0.23069139,40.1911,105.0282,5.0,1368.0,Hazardous
1244,198.74716,0.06274177,0.75283056,98.939514,50.108917,221.32613,1479.0708,0.36134544,40.1911,105.0282,5.0,1369.0,Hazardous
1245,199.96587,0.12694341,0.70228946,93.74354,45.649616,227.0687,1441.646,0.4240787,40.1911,105.0282,5.0,1376.0,Hazardous
1246,200.68877,0.15233894,0.6819491,90.64527,43.234917,232.9939,1432.1615,0.44242615,40.1911,105.0282,5.0,1381.0,Hazardous
1247,199.11487,0.16132936,0.6184264,87.876564,37.5505,236.39035,1424.0576,0.45931932,40.1911,105.0282,5.0,1381.0,Hazardous
1248,198.90254,0.16468737,0.58436996,86.58319,34.32433,218.74565,1284.5557,0.44714263,40.1911,105.0282,5.0,1381.0,Hazardous
1249,200.5803,0.1580398,0.49199188,86.89268,30.763914,179.52792,1010.7496,0.40650576,40.1911,105.0282,5.0,1381.0,Hazardous
1250,202.20651,0.13955522,0.3058203,89.400925,27.47063,146.02144,778.0268,0.3862709,40.1911,105.0282,5.0,1389.0,Hazardous
1251,206.72713,0.13065046,0.24604106,91.573265,27.78855,125.28895,629.6018,0.40619412,40.1911,105.0282,5.0,1416.0,Hazardous
1252,207.94617,0.13449131,0.20385323,92.964096,29.288765,122.96165,601.05646,0.44912392,40.1911,105.0282,5.0,1423.0,Hazardous
1253,207.24535,0.1500408,0.24971585,91.95856,30.245321,146.20543,740.29504,0.5322592,40.1911,105.0282,5.0,1423.0,Hazardous
