,co,nh3,no,no2,o3,pm10,pm2_5,so2,latitude,longitude,Count,AQI,Air_Pollution_Level
52,303.46902,0.26244926,8.274645,29.535599,189.88588,109.77933,377.81158,0.34283778,40.1911,105.0282,5.0,2824.0,Hazardous
53,303.80334,0.283962,7.8817635,29.936644,188.24445,111.21457,376.98297,0.32268715,40.1911,105.0282,5.0,2824.0,Hazardous
54,305.89203,0.28559852,7.424656,29.368326,178.56888,112.81829,378.2657,0.37500075,40.1911,105.0282,5.0,2662.0,Hazardous
55,309.97067,0.28678522,7.345652,27.843355,174.27052,114.11397,381.1137,0.5102478,40.1911,105.0282,5.0,2306.0,Hazardous
56,313.65085,0.2791566,7.546959,26.484362,171.8182,117.16694,396.78766,0.7067037,40.1911,105.0282,5.0,2058.0,Hazardous
57,313.7627,0.7393379,8.083252,32.96665,184.43307,116.128365,375.31882,1.0116346,40.1911,105.0282,5.0,2046.0,Hazardous
58,305.72156,1.87355,8.355985,44.43889,196.31027,106.515656,293.0188,1.5449901,40.1911,105.0282,5.0,2046.0,Hazardous
59,299.46133,2.3216376,7.3340874,55.945496,274.01227,74.1865,120.291306,2.844762,40.1911,105.0282,5.0,2046.0,Hazardous
60,292.36072,2.2929525,6.096071,63.32908,277.33426,63.96754,103.85406,2.9896958,40.1911,105.0282,5.0,2046.0,Hazardous
61,297.65247,2.1213584,5.764239,66.46781,292.6964,56.705883,94.8845,2.808562,40.1911,105.0282,5.0,2046.0,Hazardous
62,327.829,2.1327577,7.2220516,67.47297,330.97717,60.06556,137.14511,1.8437951,40.1911,105.0282,5.0,2128.0,Hazardous
63,349.75574,2.0149512,8.427608,65.041626,336.60538,63.349865,151.17393,1.2881447,40.1911,105.0282,5.0,2257.0,Hazardous
64,361.65698,1.4377251,9.520661,61.012997,335.18652,63.580925,147.67181,1.0787761,40.1911,105.0282,5.0,2327.0,Hazardous
65,356.50977,0.6263729,9.206707,58.56376,304.06747,59.358574,120.370316,1.2933613,40.1911,105.0282,5.0,2327.0,Hazardous
66,330.2213,0.29826525,7.628361,57.715904,255.176,52.316242,103.29209,1.8705951,40.1911,105.0282,5.0,2327.0,Hazardous
67,301.08334,0.26606444,6.0064273,59.01385,238.20992,44.473614,87.031845,2.3379138,40.1911,105.0282,5.0,2327.0,Hazardous
68,282.80978,0.23049125,5.074477,58.24073,228.01102,41.52829,89.06583,2.5064487,40.1911,105.0282,5.0,2327.0,Hazardous
69,277.11124,0.20489271,4.592678,56.41013,214.8544,41.561234,99.67267,2.4581063,40.1911,105.0282,5.0,2327.0,Hazardous
70,276.74295,0.20884931,4.3284435,55.308693,209.95456,41.93813,103.24083,2.4121892,40.1911,105.0282,5.0,2327.0,Hazardous
71,277.07,0.20781021,4.085539,53.068768,197.3467,43.51497,113.71716,2.2582605,40.1911,105.0282,5.0,2327.0,Hazardous
72,279.50015,0.216703,3.9018276,50.440754,190.34618,45.124294,123.3949,2.1096997,40.1911,105.0282,5.0,2297.0,Hazardous
73,283.48087,0.23798862,3.7146647,50.680435,192.74574,45.82126,125.93836,2.0012472,40.1911,105.0282,5.0,2142.0,Hazardous
74,288.10187,0.26479185,3.6482503,51.889553,206.98247,46.149597,127.39364,1.8736013,40.1911,105.0282,5.0,1971.0,Hazardous
75,312.68393,0.29744744,4.189725,51.949974,246.83257,46.42357,132.71643,1.5322623,40.1911,105.0282,5.0,2039.0,Hazardous
76,387.32858,0.31601685,8.227382,35.570522,314.359,61.503735,209.08182,1.1013886,40.1911,105.0282,5.0,2478.0,Hazardous
77,515.01215,0.46848986,20.18863,-2.943941,378.88293,106.1271,366.60165,0.6046302,40.1911,105.0282,5.0,3229.0,Hazardous
78,607.6224,0.27995938,34.03289,-26.801762,402.95493,144.8138,413.0947,0.3776129,40.1911,105.0282,5.0,3774.0,Hazardous
79,629.0956,-0.048637737,40.828175,-30.517069,386.6214,152.12225,336.2118,0.22315075,40.1911,105.0282,5.0,3901.0,Hazardous
80,629.64075,-0.007302202,42.397144,-28.017677,381.28677,140.72032,251.28479,0.0665437,40.1911,105.0282,5.0,3904.0,Hazardous
81,630.8083,1.7819232,42.663155,-11.3860235,414.93787,113.85902,130.03291,-0.032915175,40.1911,105.0282,5.0,3911.0,Hazardous
82,654.4399,4.2061214,40.308754,-6.740203,410.84973,87.54995,105.38568,0.07944775,40.1911,105.0282,5.0,4050.0,Hazardous
83,685.8453,5.29254,40.91469,-14.077037,427.61136,69.974266,79.92374,-0.017371014,40.1911,105.0282,5.0,4234.0,Hazardous
84,689.81384,6.346067,39.11021,-2.9156096,443.00848,64.27153,87.7326,-0.10397987,40.1911,105.0282,5.0,4258.0,Hazardous
85,666.2578,7.0493193,35.65696,2.589575,443.37003,60.84842,101.18461,-0.09884331,40.1911,105.0282,5.0,4258.0,Hazardous
86,636.3898,7.163856,33.45908,6.6990733,445.0379,64.986595,123.0938,-0.060608912,40.1911,105.0282,5.0,4258.0,Hazardous
87,605.97076,6.4603357,33.006237,5.8248434,445.78732,68.40935,123.11212,-0.10229948,40.1911,105.0282,5.0,4258.0,Hazardous
88,594.9193,4.908966,35.78687,-1.7570794,453.5417,65.902954,92.83661,-0.15466867,40.1911,105.0282,5.0,4258.0,Hazardous
89,596.7536,2.4697697,40.102276,-12.499637,448.60468,67.00542,67.579926,-0.29067847,40.1911,105.0282,5.0,4258.0,Hazardous
